idvente,idmagasin,idclient,datevente,satisfactionclient
v_26874,m_3,c_41,2024-10-23,0
v_26875,m_21,c_58,2024-10-23,3
v_26876,m_12,c_76,2024-10-23,3
v_26877,m_15,c_45,2024-10-23,1
v_26878,m_17,c_64,2024-10-23,4
v_26879,m_11,c_99,2024-10-23,5
v_26880,m_23,c_79,2024-10-23,3
v_26881,m_15,c_7,2024-10-23,5
v_26882,m_11,c_47,2024-10-23,1
v_26883,m_21,c_46,2024-10-23,5
v_26884,m_21,c_20,2024-10-23,4
v_26885,m_4,c_51,2024-10-23,3
v_26886,m_3,c_40,2024-10-23,0
v_26887,m_23,c_86,2024-10-23,2
v_26888,m_15,c_66,2024-10-23,0
v_26889,m_8,c_19,2024-10-23,1
v_26890,m_5,c_44,2024-10-23,0
v_26891,m_16,c_34,2024-10-23,0
v_26892,m_7,c_78,2024-10-23,4
v_26893,m_15,c_41,2024-10-23,0
v_26894,m_1,c_6,2024-10-23,1
v_26895,m_9,c_67,2024-10-24,5
v_26896,m_1,c_44,2024-10-24,2
v_26897,m_11,c_77,2024-10-25,2
v_26898,m_19,c_80,2024-10-25,2
v_26899,m_20,c_51,2024-10-25,3
v_26900,m_2,c_56,2024-10-25,0
v_26901,m_8,c_48,2024-10-25,2
v_26902,m_13,c_34,2024-10-25,5
v_26903,m_21,c_57,2024-10-25,3
v_26904,m_12,c_38,2024-10-25,5
v_26905,m_9,c_52,2024-10-25,4
v_26906,m_16,c_48,2024-10-25,3
v_26907,m_22,c_97,2024-10-25,3
v_26908,m_4,c_34,2024-10-25,5
v_26909,m_8,c_53,2024-10-25,4
v_26910,m_19,c_95,2024-10-25,3
v_26911,m_2,c_18,2024-10-25,4
v_26912,m_6,c_19,2024-10-25,1
v_26913,m_5,c_42,2024-10-25,5
v_26914,m_16,c_41,2024-10-25,2
v_26915,m_1,c_5,2024-10-25,2
v_26916,m_18,c_56,2024-10-25,0
v_26917,m_4,c_61,2024-10-25,2
v_26918,m_18,c_94,2024-10-25,0
v_26919,m_19,c_49,2024-10-25,0
v_26920,m_5,c_43,2024-10-25,2
v_26921,m_10,c_93,2024-10-25,0
v_26922,m_9,c_93,2024-10-25,3
v_26923,m_18,c_79,2024-10-25,0
v_26924,m_23,c_99,2024-10-25,2
v_26925,m_14,c_42,2024-10-25,0
v_26926,m_5,c_39,2024-10-25,3
v_26927,m_13,c_70,2024-10-26,3
v_26928,m_17,c_74,2024-10-26,1
v_26929,m_9,c_41,2024-10-26,5
v_26930,m_7,c_30,2024-10-26,2
v_26931,m_3,c_37,2024-10-26,0
v_26932,m_7,c_6,2024-10-26,2
v_26933,m_16,c_87,2024-10-26,1
v_26934,m_16,c_65,2024-10-26,4
v_26935,m_12,c_11,2024-10-26,3
v_26936,m_4,c_40,2024-10-26,3
v_26937,m_2,c_56,2024-10-26,0
v_26938,m_4,c_24,2024-10-26,3
v_26939,m_21,c_68,2024-10-27,0
v_26940,m_13,c_14,2024-10-27,2
v_26941,m_16,c_75,2024-10-27,5
v_26942,m_18,c_100,2024-10-27,2
v_26943,m_14,c_48,2024-10-27,0
v_26944,m_6,c_46,2024-10-27,3
v_26945,m_14,c_16,2024-10-27,4
v_26946,m_14,c_88,2024-10-27,2
v_26947,m_18,c_39,2024-10-27,0
v_26948,m_2,c_8,2024-10-27,5
v_26949,m_22,c_11,2024-10-27,5
v_26950,m_5,c_63,2024-10-27,0
v_26951,m_14,c_20,2024-10-27,3
v_26952,m_14,c_39,2024-10-27,2
v_26953,m_4,c_52,2024-10-27,4
v_26954,m_9,c_70,2024-10-27,5
v_26955,m_10,c_59,2024-10-27,2
v_26956,m_5,c_17,2024-10-27,3
v_26957,m_15,c_13,2024-10-27,5
v_26958,m_3,c_27,2024-10-27,5
v_26959,m_22,c_34,2024-10-27,1
v_26960,m_14,c_91,2024-10-28,4
v_26961,m_13,c_66,2024-10-28,1
v_26962,m_16,c_95,2024-10-28,4
v_26963,m_13,c_88,2024-10-28,2
v_26964,m_21,c_8,2024-10-28,5
v_26965,m_8,c_71,2024-10-28,1
v_26966,m_21,c_12,2024-10-28,0
v_26967,m_9,c_51,2024-10-28,4
v_26968,m_5,c_29,2024-10-29,1
v_26969,m_17,c_35,2024-10-29,5
v_26970,m_15,c_62,2024-10-29,0
v_26971,m_1,c_21,2024-10-30,5
v_26972,m_3,c_20,2024-10-30,1
v_26973,m_19,c_75,2024-10-30,3
v_26974,m_16,c_93,2024-10-30,3
v_26975,m_19,c_49,2024-10-30,2
v_26976,m_3,c_20,2024-10-30,5
v_26977,m_22,c_53,2024-10-30,3
v_26978,m_23,c_41,2024-10-30,3
v_26979,m_17,c_70,2024-10-30,4
v_26980,m_1,c_6,2024-10-30,2
v_26981,m_14,c_18,2024-10-30,1
v_26982,m_17,c_88,2024-10-30,0
v_26983,m_10,c_49,2024-10-30,3
v_26984,m_17,c_8,2024-10-30,4
v_26985,m_8,c_6,2024-10-30,0
v_26986,m_10,c_29,2024-10-30,3
v_26987,m_22,c_63,2024-10-30,3
v_26988,m_10,c_84,2024-10-30,1
v_26989,m_23,c_23,2024-10-30,0
v_26990,m_11,c_26,2024-10-30,1
v_26991,m_23,c_15,2024-10-30,1
v_26992,m_16,c_20,2024-10-30,1
v_26993,m_13,c_62,2024-10-30,3
v_26994,m_5,c_52,2024-10-30,5
v_26995,m_4,c_54,2024-10-31,5
v_26996,m_21,c_60,2024-10-31,0
v_26997,m_22,c_73,2024-10-31,1
v_26998,m_16,c_75,2024-10-31,4
v_26999,m_15,c_29,2024-10-31,1
v_27000,m_20,c_71,2024-10-31,3
v_27001,m_2,c_93,2024-10-31,2
v_27002,m_15,c_10,2024-10-31,4
v_27003,m_7,c_90,2024-10-31,3
v_27004,m_10,c_60,2024-10-31,4
v_27005,m_19,c_22,2024-10-31,0
v_27006,m_12,c_38,2024-10-31,2
v_27007,m_13,c_9,2024-10-31,5
v_27008,m_2,c_33,2024-10-31,0
v_27009,m_4,c_99,2024-10-31,3
v_27010,m_10,c_83,2024-10-31,0
v_27011,m_6,c_23,2024-10-31,2
v_27012,m_13,c_67,2024-10-31,3
v_27013,m_8,c_34,2024-10-31,2
v_27014,m_8,c_93,2024-10-31,5
v_27015,m_8,c_85,2024-10-31,2
v_27016,m_3,c_15,2024-10-31,2
v_27017,m_15,c_23,2024-10-31,4
v_27018,m_15,c_90,2024-10-31,4
v_27019,m_18,c_33,2024-10-31,4
v_27020,m_19,c_13,2024-10-31,1
v_27021,m_10,c_7,2024-10-31,3
v_27022,m_12,c_41,2024-10-31,5
v_27023,m_23,c_52,2024-10-31,1
v_27024,m_23,c_63,2024-11-01,3
v_27025,m_10,c_20,2024-11-01,3
v_27026,m_4,c_67,2024-11-01,4
v_27027,m_11,c_54,2024-11-01,5
v_27028,m_11,c_4,2024-11-02,1
v_27029,m_18,c_21,2024-11-02,5
v_27030,m_1,c_35,2024-11-02,2
v_27031,m_7,c_17,2024-11-02,3
v_27032,m_11,c_15,2024-11-02,1
v_27033,m_14,c_86,2024-11-03,1
v_27034,m_23,c_89,2024-11-03,3
v_27035,m_23,c_19,2024-11-03,2
v_27036,m_2,c_8,2024-11-03,1
v_27037,m_5,c_29,2024-11-03,5
v_27038,m_15,c_83,2024-11-03,0
v_27039,m_10,c_80,2024-11-03,4
v_27040,m_10,c_3,2024-11-03,1
v_27041,m_3,c_81,2024-11-03,4
v_27042,m_14,c_31,2024-11-03,5
v_27043,m_17,c_84,2024-11-03,3
v_27044,m_3,c_83,2024-11-03,1
v_27045,m_9,c_75,2024-11-03,4
v_27046,m_5,c_48,2024-11-03,1
v_27047,m_22,c_38,2024-11-03,5
v_27048,m_16,c_50,2024-11-03,0
v_27049,m_13,c_100,2024-11-03,3
v_27050,m_4,c_33,2024-11-03,4
v_27051,m_8,c_35,2024-11-03,2
v_27052,m_19,c_44,2024-11-03,4
v_27053,m_18,c_74,2024-11-03,4
v_27054,m_2,c_57,2024-11-03,3
v_27055,m_5,c_42,2024-11-03,2
v_27056,m_14,c_76,2024-11-03,0
v_27057,m_2,c_52,2024-11-03,3
v_27058,m_7,c_30,2024-11-03,5
v_27059,m_4,c_78,2024-11-03,5
v_27060,m_19,c_2,2024-11-03,2
v_27061,m_16,c_9,2024-11-04,4
v_27062,m_18,c_1,2024-11-04,4
v_27063,m_18,c_59,2024-11-04,4
v_27064,m_23,c_75,2024-11-04,5
v_27065,m_14,c_88,2024-11-04,4
v_27066,m_5,c_90,2024-11-04,3
v_27067,m_20,c_94,2024-11-04,4
v_27068,m_21,c_28,2024-11-04,1
v_27069,m_14,c_68,2024-11-04,2
v_27070,m_8,c_67,2024-11-04,0
v_27071,m_17,c_70,2024-11-04,0
v_27072,m_3,c_67,2024-11-04,2
v_27073,m_14,c_42,2024-11-05,5
v_27074,m_9,c_17,2024-11-05,0
v_27075,m_4,c_2,2024-11-05,3
v_27076,m_19,c_6,2024-11-05,3
v_27077,m_9,c_79,2024-11-05,2
v_27078,m_6,c_7,2024-11-05,3
v_27079,m_9,c_74,2024-11-05,5
v_27080,m_4,c_56,2024-11-05,4
v_27081,m_16,c_43,2024-11-05,0
v_27082,m_22,c_42,2024-11-05,5
v_27083,m_21,c_33,2024-11-05,3
v_27084,m_15,c_23,2024-11-05,1
v_27085,m_20,c_60,2024-11-05,5
v_27086,m_16,c_6,2024-11-05,2
v_27087,m_16,c_12,2024-11-05,2
v_27088,m_23,c_62,2024-11-05,4
v_27089,m_9,c_95,2024-11-05,0
v_27090,m_20,c_7,2024-11-05,0
v_27091,m_22,c_51,2024-11-05,4
v_27092,m_22,c_81,2024-11-05,4
v_27093,m_22,c_26,2024-11-05,3
v_27094,m_6,c_15,2024-11-05,4
v_27095,m_14,c_72,2024-11-05,3
v_27096,m_16,c_45,2024-11-05,5
v_27097,m_21,c_23,2024-11-05,3
v_27098,m_12,c_44,2024-11-06,4
v_27099,m_9,c_14,2024-11-06,4
v_27100,m_13,c_10,2024-11-06,4
v_27101,m_15,c_90,2024-11-06,5
v_27102,m_16,c_78,2024-11-06,2
v_27103,m_3,c_35,2024-11-06,1
v_27104,m_10,c_83,2024-11-06,4
v_27105,m_9,c_1,2024-11-06,2
v_27106,m_9,c_94,2024-11-06,1
v_27107,m_18,c_70,2024-11-06,5
v_27108,m_9,c_39,2024-11-06,0
v_27109,m_11,c_89,2024-11-06,1
v_27110,m_7,c_45,2024-11-06,2
v_27111,m_12,c_12,2024-11-06,2
v_27112,m_18,c_16,2024-11-06,1
v_27113,m_7,c_4,2024-11-06,0
v_27114,m_9,c_3,2024-11-06,2
v_27115,m_2,c_4,2024-11-06,1
v_27116,m_17,c_46,2024-11-06,0
v_27117,m_17,c_71,2024-11-06,3
v_27118,m_22,c_56,2024-11-06,2
v_27119,m_5,c_27,2024-11-06,3
v_27120,m_15,c_49,2024-11-06,5
v_27121,m_2,c_73,2024-11-06,5
v_27122,m_10,c_60,2024-11-06,3
v_27123,m_13,c_95,2024-11-06,3
v_27124,m_1,c_14,2024-11-06,1
v_27125,m_11,c_46,2024-11-06,0
v_27126,m_5,c_74,2024-11-07,0
v_27127,m_10,c_4,2024-11-07,1
v_27128,m_11,c_29,2024-11-07,2
v_27129,m_5,c_38,2024-11-07,2
v_27130,m_16,c_56,2024-11-07,1
v_27131,m_17,c_56,2024-11-07,2
v_27132,m_20,c_89,2024-11-07,3
v_27133,m_8,c_48,2024-11-07,1
v_27134,m_22,c_65,2024-11-07,2
v_27135,m_10,c_93,2024-11-07,1
v_27136,m_2,c_8,2024-11-07,2
v_27137,m_22,c_61,2024-11-07,0
v_27138,m_9,c_32,2024-11-07,3
v_27139,m_23,c_23,2024-11-07,5
v_27140,m_17,c_39,2024-11-07,0
v_27141,m_10,c_57,2024-11-07,3
v_27142,m_3,c_42,2024-11-07,4
v_27143,m_8,c_34,2024-11-07,5
v_27144,m_7,c_61,2024-11-07,0
v_27145,m_11,c_78,2024-11-07,0
v_27146,m_12,c_67,2024-11-07,2
v_27147,m_13,c_55,2024-11-07,1
v_27148,m_8,c_20,2024-11-07,1
v_27149,m_1,c_43,2024-11-07,3
v_27150,m_9,c_5,2024-11-07,4
v_27151,m_15,c_48,2024-11-07,0
v_27152,m_17,c_89,2024-11-07,0
v_27153,m_19,c_93,2024-11-07,4
v_27154,m_5,c_40,2024-11-08,4
v_27155,m_7,c_44,2024-11-08,2
v_27156,m_20,c_25,2024-11-08,5
v_27157,m_10,c_40,2024-11-08,1
v_27158,m_16,c_37,2024-11-08,4
v_27159,m_2,c_74,2024-11-08,0
v_27160,m_5,c_50,2024-11-08,4
v_27161,m_11,c_92,2024-11-08,2
v_27162,m_10,c_23,2024-11-08,4
v_27163,m_18,c_71,2024-11-08,3
v_27164,m_14,c_60,2024-11-08,2
v_27165,m_15,c_32,2024-11-08,5
v_27166,m_7,c_68,2024-11-08,2
v_27167,m_8,c_6,2024-11-08,4
v_27168,m_18,c_46,2024-11-08,4
v_27169,m_20,c_10,2024-11-08,4
v_27170,m_4,c_44,2024-11-08,2
v_27171,m_6,c_73,2024-11-08,1
v_27172,m_5,c_65,2024-11-08,1
v_27173,m_14,c_52,2024-11-08,2
v_27174,m_15,c_10,2024-11-08,1
v_27175,m_13,c_21,2024-11-08,2
v_27176,m_18,c_8,2024-11-08,2
v_27177,m_19,c_21,2024-11-08,4
v_27178,m_13,c_31,2024-11-08,4
v_27179,m_21,c_65,2024-11-08,1
v_27180,m_23,c_89,2024-11-09,0
v_27181,m_3,c_98,2024-11-09,2
v_27182,m_10,c_58,2024-11-09,3
v_27183,m_3,c_84,2024-11-09,1
v_27184,m_9,c_66,2024-11-09,3
v_27185,m_12,c_28,2024-11-09,2
v_27186,m_22,c_54,2024-11-09,1
v_27187,m_11,c_4,2024-11-09,2
v_27188,m_21,c_1,2024-11-09,2
v_27189,m_11,c_53,2024-11-09,2
v_27190,m_10,c_21,2024-11-09,5
v_27191,m_5,c_99,2024-11-09,4
v_27192,m_2,c_3,2024-11-09,5
v_27193,m_13,c_52,2024-11-09,4
v_27194,m_10,c_9,2024-11-09,1
v_27195,m_17,c_86,2024-11-10,0
v_27196,m_7,c_3,2024-11-10,1
v_27197,m_18,c_40,2024-11-10,1
v_27198,m_22,c_26,2024-11-10,3
v_27199,m_19,c_38,2024-11-10,0
v_27200,m_15,c_3,2024-11-10,1
v_27201,m_4,c_91,2024-11-10,2
v_27202,m_5,c_58,2024-11-10,1
v_27203,m_3,c_37,2024-11-10,0
v_27204,m_22,c_79,2024-11-10,3
v_27205,m_13,c_37,2024-11-10,0
v_27206,m_18,c_10,2024-11-10,0
v_27207,m_6,c_51,2024-11-10,5
v_27208,m_3,c_87,2024-11-10,4
v_27209,m_6,c_37,2024-11-10,5
v_27210,m_23,c_46,2024-11-11,3
v_27211,m_6,c_70,2024-11-11,3
v_27212,m_20,c_81,2024-11-11,2
v_27213,m_9,c_57,2024-11-11,2
v_27214,m_15,c_88,2024-11-11,0
v_27215,m_2,c_41,2024-11-11,1
v_27216,m_7,c_86,2024-11-11,4
v_27217,m_8,c_10,2024-11-11,2
v_27218,m_19,c_43,2024-11-11,1
v_27219,m_15,c_93,2024-11-12,2
v_27220,m_3,c_81,2024-11-12,0
v_27221,m_6,c_54,2024-11-12,0
v_27222,m_23,c_74,2024-11-13,1
v_27223,m_20,c_12,2024-11-13,4
v_27224,m_1,c_14,2024-11-13,4
v_27225,m_11,c_94,2024-11-13,2
v_27226,m_2,c_99,2024-11-13,2
v_27227,m_8,c_64,2024-11-13,5
v_27228,m_4,c_95,2024-11-13,0
v_27229,m_21,c_44,2024-11-13,3
v_27230,m_15,c_60,2024-11-13,0
v_27231,m_12,c_40,2024-11-13,3
v_27232,m_15,c_43,2024-11-13,1
v_27233,m_3,c_50,2024-11-13,3
v_27234,m_6,c_21,2024-11-13,2
v_27235,m_23,c_17,2024-11-13,5
v_27236,m_23,c_5,2024-11-13,5
v_27237,m_4,c_77,2024-11-13,0
v_27238,m_9,c_15,2024-11-13,3
v_27239,m_8,c_89,2024-11-13,3
v_27240,m_14,c_44,2024-11-13,1
v_27241,m_20,c_87,2024-11-13,5
v_27242,m_19,c_11,2024-11-13,1
v_27243,m_17,c_13,2024-11-13,4
v_27244,m_7,c_9,2024-11-13,0
v_27245,m_14,c_1,2024-11-13,1
v_27246,m_4,c_48,2024-11-13,0
v_27247,m_2,c_84,2024-11-13,4
v_27248,m_23,c_100,2024-11-14,4
v_27249,m_16,c_82,2024-11-14,4
v_27250,m_21,c_1,2024-11-14,1
v_27251,m_19,c_1,2024-11-14,0
v_27252,m_12,c_21,2024-11-14,0
v_27253,m_19,c_42,2024-11-14,5
v_27254,m_14,c_52,2024-11-14,4
v_27255,m_4,c_57,2024-11-14,3
v_27256,m_7,c_41,2024-11-14,1
v_27257,m_3,c_52,2024-11-14,4
v_27258,m_5,c_60,2024-11-14,1
v_27259,m_9,c_51,2024-11-14,0
v_27260,m_9,c_55,2024-11-14,4
v_27261,m_14,c_21,2024-11-14,3
v_27262,m_13,c_34,2024-11-14,1
v_27263,m_10,c_18,2024-11-14,4
v_27264,m_13,c_89,2024-11-14,5
v_27265,m_17,c_52,2024-11-15,4
v_27266,m_2,c_95,2024-11-15,3
v_27267,m_15,c_48,2024-11-15,0
v_27268,m_3,c_70,2024-11-15,4
v_27269,m_16,c_11,2024-11-15,3
v_27270,m_1,c_32,2024-11-15,5
v_27271,m_15,c_37,2024-11-15,5
v_27272,m_11,c_99,2024-11-15,3
v_27273,m_4,c_26,2024-11-15,2
v_27274,m_20,c_96,2024-11-15,4
v_27275,m_13,c_25,2024-11-15,1
v_27276,m_10,c_56,2024-11-15,1
v_27277,m_23,c_95,2024-11-15,2
v_27278,m_19,c_43,2024-11-15,2
v_27279,m_17,c_62,2024-11-15,3
v_27280,m_4,c_75,2024-11-15,2
v_27281,m_21,c_64,2024-11-15,3
v_27282,m_6,c_59,2024-11-15,0
v_27283,m_22,c_22,2024-11-15,1
v_27284,m_1,c_94,2024-11-15,2
v_27285,m_10,c_52,2024-11-15,5
v_27286,m_20,c_28,2024-11-16,2
v_27287,m_13,c_5,2024-11-16,5
v_27288,m_10,c_42,2024-11-16,2
v_27289,m_22,c_92,2024-11-16,0
v_27290,m_5,c_3,2024-11-16,2
v_27291,m_13,c_44,2024-11-17,4
v_27292,m_23,c_11,2024-11-17,5
v_27293,m_18,c_61,2024-11-17,2
v_27294,m_6,c_49,2024-11-17,5
v_27295,m_12,c_85,2024-11-17,4
v_27296,m_6,c_45,2024-11-17,2
v_27297,m_10,c_47,2024-11-17,4
v_27298,m_7,c_53,2024-11-17,0
v_27299,m_6,c_48,2024-11-17,1
v_27300,m_13,c_41,2024-11-17,3
v_27301,m_23,c_85,2024-11-17,2
v_27302,m_17,c_9,2024-11-17,5
v_27303,m_7,c_25,2024-11-17,2
v_27304,m_13,c_52,2024-11-17,1
v_27305,m_20,c_3,2024-11-17,4
v_27306,m_9,c_71,2024-11-17,1
v_27307,m_19,c_98,2024-11-17,3
v_27308,m_12,c_41,2024-11-17,1
v_27309,m_3,c_71,2024-11-17,0
v_27310,m_23,c_44,2024-11-17,0
v_27311,m_21,c_45,2024-11-17,4
v_27312,m_7,c_35,2024-11-17,4
v_27313,m_21,c_45,2024-11-17,5
v_27314,m_6,c_68,2024-11-17,5
v_27315,m_1,c_93,2024-11-17,4
v_27316,m_17,c_37,2024-11-17,4
v_27317,m_18,c_54,2024-11-18,1
v_27318,m_10,c_27,2024-11-18,0
v_27319,m_7,c_57,2024-11-18,5
v_27320,m_11,c_48,2024-11-18,3
v_27321,m_14,c_75,2024-11-18,2
v_27322,m_5,c_43,2024-11-18,5
v_27323,m_18,c_1,2024-11-18,0
v_27324,m_3,c_37,2024-11-18,5
v_27325,m_12,c_54,2024-11-18,1
v_27326,m_10,c_2,2024-11-18,2
v_27327,m_11,c_29,2024-11-18,1
v_27328,m_10,c_41,2024-11-18,0
v_27329,m_2,c_1,2024-11-18,5
v_27330,m_5,c_13,2024-11-18,0
v_27331,m_18,c_75,2024-11-18,4
v_27332,m_11,c_18,2024-11-18,5
v_27333,m_22,c_36,2024-11-18,3
v_27334,m_18,c_88,2024-11-18,1
v_27335,m_16,c_16,2024-11-18,3
v_27336,m_8,c_83,2024-11-18,1
v_27337,m_6,c_66,2024-11-18,1
v_27338,m_15,c_43,2024-11-18,2
v_27339,m_9,c_70,2024-11-18,2
v_27340,m_12,c_2,2024-11-18,0
v_27341,m_16,c_15,2024-11-18,3
v_27342,m_5,c_73,2024-11-18,1
v_27343,m_6,c_80,2024-11-18,3
v_27344,m_22,c_97,2024-11-18,1
v_27345,m_3,c_27,2024-11-19,2
v_27346,m_11,c_59,2024-11-19,5
v_27347,m_18,c_2,2024-11-19,3
v_27348,m_23,c_25,2024-11-19,3
v_27349,m_15,c_32,2024-11-19,3
v_27350,m_7,c_88,2024-11-20,5
v_27351,m_19,c_83,2024-11-20,4
v_27352,m_18,c_50,2024-11-20,5
v_27353,m_4,c_13,2024-11-20,4
v_27354,m_22,c_70,2024-11-20,0
v_27355,m_22,c_60,2024-11-20,0
v_27356,m_9,c_39,2024-11-20,1
v_27357,m_6,c_36,2024-11-20,1
v_27358,m_12,c_70,2024-11-20,3
v_27359,m_10,c_76,2024-11-20,1
v_27360,m_7,c_82,2024-11-20,5
v_27361,m_4,c_86,2024-11-20,1
v_27362,m_2,c_86,2024-11-20,0
v_27363,m_14,c_97,2024-11-20,3
v_27364,m_13,c_46,2024-11-20,4
v_27365,m_1,c_74,2024-11-20,5
v_27366,m_21,c_78,2024-11-20,1
v_27367,m_4,c_80,2024-11-20,0
v_27368,m_11,c_4,2024-11-20,3
v_27369,m_16,c_7,2024-11-20,5
v_27370,m_4,c_56,2024-11-20,2
v_27371,m_4,c_53,2024-11-20,4
v_27372,m_4,c_24,2024-11-20,1
v_27373,m_22,c_88,2024-11-20,0
v_27374,m_9,c_15,2024-11-20,5
v_27375,m_11,c_27,2024-11-20,0
v_27376,m_6,c_19,2024-11-20,4
v_27377,m_23,c_1,2024-11-20,0
v_27378,m_6,c_79,2024-11-21,3
v_27379,m_22,c_39,2024-11-21,4
v_27380,m_12,c_54,2024-11-21,4
v_27381,m_7,c_10,2024-11-21,1
v_27382,m_5,c_15,2024-11-21,0
v_27383,m_18,c_48,2024-11-21,0
v_27384,m_7,c_99,2024-11-21,5
v_27385,m_15,c_56,2024-11-21,0
v_27386,m_23,c_34,2024-11-21,3
v_27387,m_21,c_62,2024-11-21,1
v_27388,m_9,c_42,2024-11-21,1
v_27389,m_14,c_77,2024-11-21,0
v_27390,m_19,c_6,2024-11-21,4
v_27391,m_12,c_41,2024-11-21,1
v_27392,m_9,c_94,2024-11-21,3
v_27393,m_4,c_27,2024-11-21,2
v_27394,m_19,c_66,2024-11-21,3
v_27395,m_6,c_2,2024-11-21,3
v_27396,m_17,c_48,2024-11-21,0
v_27397,m_9,c_79,2024-11-21,1
v_27398,m_9,c_50,2024-11-21,1
v_27399,m_6,c_2,2024-11-21,3
v_27400,m_23,c_27,2024-11-21,0
v_27401,m_16,c_38,2024-11-21,2
v_27402,m_1,c_70,2024-11-21,2
v_27403,m_14,c_33,2024-11-22,3
v_27404,m_12,c_67,2024-11-22,4
v_27405,m_17,c_6,2024-11-22,1
v_27406,m_8,c_27,2024-11-22,1
v_27407,m_23,c_45,2024-11-22,0
v_27408,m_22,c_45,2024-11-22,4
v_27409,m_12,c_67,2024-11-23,0
v_27410,m_14,c_43,2024-11-23,5
v_27411,m_18,c_97,2024-11-23,2
v_27412,m_22,c_31,2024-11-23,3
v_27413,m_13,c_44,2024-11-23,2
v_27414,m_17,c_96,2024-11-23,3
v_27415,m_21,c_50,2024-11-23,1
v_27416,m_19,c_43,2024-11-23,0
v_27417,m_12,c_17,2024-11-23,0
v_27418,m_21,c_98,2024-11-23,2
v_27419,m_22,c_31,2024-11-24,2
v_27420,m_21,c_35,2024-11-24,1
v_27421,m_10,c_29,2024-11-24,0
v_27422,m_23,c_86,2024-11-24,5
v_27423,m_1,c_57,2024-11-24,2
v_27424,m_5,c_48,2024-11-24,1
v_27425,m_12,c_19,2024-11-24,5
v_27426,m_7,c_73,2024-11-24,3
v_27427,m_22,c_83,2024-11-24,4
v_27428,m_15,c_16,2024-11-24,3
v_27429,m_23,c_52,2024-11-24,5
v_27430,m_4,c_55,2024-11-24,0
v_27431,m_11,c_69,2024-11-24,1
v_27432,m_17,c_96,2024-11-24,0
v_27433,m_4,c_21,2024-11-24,3
v_27434,m_14,c_96,2024-11-24,5
v_27435,m_14,c_38,2024-11-24,4
v_27436,m_8,c_84,2024-11-24,4
v_27437,m_23,c_11,2024-11-24,4
v_27438,m_11,c_84,2024-11-24,4
v_27439,m_17,c_54,2024-11-24,2
v_27440,m_8,c_64,2024-11-24,0
v_27441,m_15,c_74,2024-11-24,0
v_27442,m_22,c_29,2024-11-24,5
v_27443,m_21,c_48,2024-11-25,0
v_27444,m_1,c_61,2024-11-25,2
v_27445,m_23,c_54,2024-11-25,1
v_27446,m_21,c_79,2024-11-25,0
v_27447,m_22,c_68,2024-11-25,4
v_27448,m_11,c_25,2024-11-25,2
v_27449,m_21,c_79,2024-11-25,2
v_27450,m_20,c_14,2024-11-25,1
v_27451,m_14,c_1,2024-11-25,4
v_27452,m_20,c_94,2024-11-25,3
v_27453,m_13,c_42,2024-11-25,5
v_27454,m_19,c_34,2024-11-25,1
v_27455,m_7,c_61,2024-11-26,2
v_27456,m_9,c_87,2024-11-26,1
v_27457,m_1,c_81,2024-11-26,2
v_27458,m_22,c_36,2024-11-26,5
v_27459,m_7,c_73,2024-11-26,2
v_27460,m_4,c_35,2024-11-26,2
v_27461,m_6,c_53,2024-11-26,1
v_27462,m_3,c_23,2024-11-26,3
v_27463,m_19,c_30,2024-11-26,1
v_27464,m_22,c_81,2024-11-26,0
v_27465,m_15,c_71,2024-11-26,5
v_27466,m_7,c_27,2024-11-27,5
v_27467,m_8,c_48,2024-11-27,4
v_27468,m_21,c_43,2024-11-27,0
v_27469,m_9,c_74,2024-11-27,0
v_27470,m_14,c_44,2024-11-27,5
v_27471,m_2,c_4,2024-11-27,0
v_27472,m_21,c_40,2024-11-27,3
v_27473,m_6,c_26,2024-11-27,5
v_27474,m_20,c_6,2024-11-27,2
v_27475,m_22,c_98,2024-11-27,5
v_27476,m_17,c_90,2024-11-27,3
v_27477,m_13,c_60,2024-11-27,1
v_27478,m_18,c_69,2024-11-27,0
v_27479,m_21,c_53,2024-11-27,5
v_27480,m_3,c_80,2024-11-27,5
v_27481,m_7,c_6,2024-11-27,1
v_27482,m_9,c_57,2024-11-27,3
v_27483,m_16,c_79,2024-11-27,4
v_27484,m_18,c_81,2024-11-27,1
v_27485,m_2,c_10,2024-11-27,4
v_27486,m_18,c_92,2024-11-27,3
v_27487,m_22,c_4,2024-11-27,0
v_27488,m_5,c_34,2024-11-28,3
v_27489,m_7,c_66,2024-11-28,4
v_27490,m_7,c_47,2024-11-28,5
v_27491,m_6,c_14,2024-11-28,1
v_27492,m_16,c_22,2024-11-28,0
v_27493,m_20,c_22,2024-11-28,5
v_27494,m_1,c_28,2024-11-28,5
v_27495,m_2,c_16,2024-11-28,3
v_27496,m_10,c_43,2024-11-28,3
v_27497,m_4,c_2,2024-11-28,3
v_27498,m_20,c_19,2024-11-28,1
v_27499,m_11,c_17,2024-11-28,3
v_27500,m_22,c_99,2024-11-29,0
v_27501,m_20,c_76,2024-11-29,3
v_27502,m_5,c_2,2024-11-29,5
v_27503,m_22,c_83,2024-11-29,0
v_27504,m_21,c_93,2024-11-29,5
v_27505,m_1,c_94,2024-11-29,0
v_27506,m_14,c_9,2024-11-29,2
v_27507,m_19,c_68,2024-11-29,4
v_27508,m_13,c_97,2024-11-29,5
